2025-08-14 10:55:13,599 [INFO] Interrupt script started
2025-08-14 10:55:34,797 [INFO] Camera OK on try 1
2025-08-14 11:23:36,530 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:23:47,639 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-23-36_2025-08-14_0x32.jpg
2025-08-14 11:23:50,501 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:23:58,716 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-23-50_2025-08-14_0x84.jpg
2025-08-14 11:24:00,551 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:24:19,647 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-24-00_2025-08-14_0x31.jpg
2025-08-14 11:26:02,878 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:26:24,088 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-26-02_2025-08-14_0x62.jpg
2025-08-14 11:27:15,249 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:27:26,224 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-27-15_2025-08-14_0x58.jpg
2025-08-14 11:27:41,212 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:29:13,564 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-27-41_2025-08-14_0x48.jpg
2025-08-14 11:29:20,574 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:29:43,532 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-29-20_2025-08-14_0x83.jpg
2025-08-14 11:29:46,633 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:29:55,624 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-29-46_2025-08-14_0x93.jpg
2025-08-14 11:30:52,731 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:31:03,835 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-30-52_2025-08-14_0x40.jpg
2025-08-14 11:32:11,013 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:32:22,901 [ERROR] File monitor: not enough values to unpack (expected 2, got 1)
2025-08-14 11:32:33,962 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-32-11_2025-08-14_0x36.jpg
2025-08-14 11:32:39,133 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:32:56,213 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-32-39_2025-08-14_0x99.jpg
2025-08-14 11:32:59,076 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:33:14,080 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-32-59_2025-08-14_0x31.jpg
2025-08-14 11:33:27,151 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:33:52,265 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-33-27_2025-08-14_0x47.jpg
2025-08-14 11:34:27,420 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:34:38,374 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-34-27_2025-08-14_0x88.jpg
2025-08-14 11:34:41,482 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:35:14,442 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-34-41_2025-08-14_0x40.jpg
2025-08-14 11:35:29,626 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:35:38,650 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-35-29_2025-08-14_0x57.jpg
2025-08-14 11:35:53,681 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:36:15,703 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-35-53_2025-08-14_0x48.jpg
2025-08-14 11:36:20,682 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:36:22,562 [ERROR] File monitor: not enough values to unpack (expected 2, got 1)
2025-08-14 11:36:37,796 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-36-20_2025-08-14_0x69.jpg
2025-08-14 11:36:54,695 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:37:05,863 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-36-54_2025-08-14_0x35.jpg
2025-08-14 11:38:08,967 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:38:18,018 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-38-08_2025-08-14_0x54.jpg
2025-08-14 11:38:32,994 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:38:46,170 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-38-33_2025-08-14_0x85.jpg
2025-08-14 11:38:56,996 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:39:08,033 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-38-56_2025-08-14_0x41.jpg
2025-08-14 11:39:15,092 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:39:32,208 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-39-15_2025-08-14_0x81.jpg
2025-08-14 11:39:37,261 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:39:48,141 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-39-37_2025-08-14_0x34.jpg
2025-08-14 11:40:15,350 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:40:26,327 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-40-15_2025-08-14_0x39.jpg
2025-08-14 11:40:47,363 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:41:00,494 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-40-47_2025-08-14_0x87.jpg
2025-08-14 11:41:15,503 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:41:26,475 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-41-15_2025-08-14_0x94.jpg
2025-08-14 11:41:29,594 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:41:40,616 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-41-29_2025-08-14_0x49.jpg
2025-08-14 11:41:45,480 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:41:54,668 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-41-45_2025-08-14_0x38.jpg
2025-08-14 11:42:19,716 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:42:38,701 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-42-19_2025-08-14_0x90.jpg
2025-08-14 11:43:13,691 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:43:28,834 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-43-13_2025-08-14_0x51.jpg
2025-08-14 11:43:40,187 [INFO] Subprocess terminated
2025-08-14 11:48:27,570 [INFO] Camera OK on try 1
2025-08-14 11:48:27,578 [INFO] Interrupt script started
2025-08-14 11:48:29,644 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
2025-08-14 11:48:38,861 [INFO] Event 2: Stable weight detected, saved e:\Forgevision\Optiwaste\Device\optiwaste\build\saved\OptiA1_11-48-29_2025-08-14_0x35.jpg
2025-08-14 11:48:41,671 [INFO] Event 1: Interrupt 0\u21921 detected, capturing image
